,A,AraC,Crp
hot_tale__hot_ale9_mid_30c__1,-2.4268482806,-1.0282576475,0.119931675
hot_tale__hot_ale9_mid_30c__2,-2.1610345736,-0.9224454155,0.10594186400000001
hot_tale__hot_ale9_30c__1,-2.2404918066,-0.9389392445,0.057352916000000004
hot_tale__hot_ale9_30c__2,-1.8072222929000001,-0.8801529985000001,0.174084083
hot_tale__hot_ale9_mid_37c__1,-1.3673934913,0.0906725485,-0.07088768
hot_tale__hot_ale9_mid_37c__2,-1.651630407,-0.1097416215,0.028525377
hot_tale__hot_ale9_37c__1,-1.0204573413,0.1831941885,0.032825572000000004
hot_tale__hot_ale9_37c__2,-1.146695572,-0.0015600585,0.037217243000000004
hot_tale__hot_ale9_mid_44c__1,0.6848258448,1.7196871895,0.286125693
hot_tale__hot_ale9_mid_44c__2,0.7513589477,2.2340143345,0.30561196300000004
hot_tale__hot_ale9_44c__1,0.9929944727000001,1.8419055785,-0.027297961000000003
hot_tale__hot_ale9_44c__2,0.5267709067,1.9141853655,-0.086313521
hot_tale__hot_ale10_30c__1,-2.158048912,-0.8926187855000001,0.23749544300000003
hot_tale__hot_ale10_30c__2,-2.3220908882,-0.7007811305,0.42203483300000005
hot_tale__hot_ale10_37c__1,-1.4785721411,-0.053103448500000004,0.06875389400000001
hot_tale__hot_ale10_37c__2,-1.6521386612,-0.0443631045,0.12083432100000001
hot_tale__hot_ale10_44c__1,1.0493232709,2.1846936295,-0.035753444
hot_tale__hot_ale10_44c__2,0.9861719893,1.9161230505,0.110043497
hot_tale__hot_ale16_30c__1,-2.4146975753,-0.9743800655,0.129309161
hot_tale__hot_ale16_30c__2,-2.4159460516,-0.9940528285,0.251086443
hot_tale__hot_ale16_37c__1,-1.9326665714,-0.007121146500000001,-0.022647861000000002
hot_tale__hot_ale16_37c__2,-1.3851907876,-0.0903589875,-0.007290675000000001
hot_tale__hot_ale16_44c__1,0.6859715434,2.1825395645,0.039920518
hot_tale__hot_ale16_44c__2,0.9485383422,2.2010628965,0.206041613
pdhr_ale__pdhR-13_51__1,-0.7642840940000001,-0.1219609155,0.426042593
pdhr_ale__pdhR-13_51__2,-0.6742876870000001,-0.0309843125,0.345369843
pdhr_ale__pdhR-14_46__1,-0.34850139999999996,-0.3166394635,0.413744223
pdhr_ale__pdhR-14_46__2,0.166048953,-0.0146979975,0.374689043
pdhr_ale__pdhR-15_51__1,-0.375154017,-0.1951435335,0.208151253
pdhr_ale__pdhR-15_51__2,-0.2093941135,-0.16318092950000002,0.291227723
pdhr_ale__pdhR-16_49__1,0.2430147134,0.09890636550000001,0.35863981300000003
pdhr_ale__pdhR-16_49__2,0.4964837677,0.0199073665,0.29102474300000003
tcs__del_atoC_LiAcet__1,-0.0860420407,-0.26233346150000003,0.372321163
tcs__del_atoC_LiAcet__2,0.5919746124,-0.2871964695,0.554500683
tcs__del_atoC_LiCl__1,0.2637388546,0.0759835595,0.729717593
tcs__del_atoC_LiCl__2,0.5218315986000001,-0.07098797750000001,0.8032040530000001
tcs__del_atoC_m9__1,0.2566174643,0.0177614645,0.699493633
tcs__del_atoC_m9__2,0.2136620982,-0.0237667665,0.8078232030000001
tcs__del_baeR_etoh__1,1.1755134289,1.1909241925,0.7253874130000001
tcs__del_baeR_etoh__2,1.0167863681,1.3749967665,0.8432000030000001
tcs__del_baeR_lb__1,5.2279606115,1.0231305745000001,0.45295403300000003
tcs__del_baeR_lb__2,4.8913770932,0.8484187075,0.513648663
tcs__del_btsR_01xlb__1,6.4538409744,0.1335002125,-1.00432669
tcs__del_btsR_01xlb__2,6.6587811816,0.1993859625,-1.132510871
tcs__del_btsR_lb__1,1.1744149277,0.24781832950000002,0.905930643
tcs__del_btsR_lb__2,2.0768987035,0.4189174315,0.882795573
tcs__del_btsR_pyruvate__1,6.3901047394,0.0228259165,-1.207481932
tcs__del_btsR_pyruvate__2,6.7170145128000005,0.1722383775,-1.260247428
tcs__del_cpxR_etoh__1,0.8538777898000001,0.7494721155,1.209290043
tcs__del_cpxR_etoh__2,0.8703411813,0.6446671335,1.196778413
tcs__del_cpxR_lb__1,5.0314455986,1.2148770795,0.560846033
tcs__del_cpxR_lb__2,5.036767945,1.2393713225,0.640789563
tcs__del_cusR_CuSO4__1,0.7940281591,0.2533793375,1.046254113
tcs__del_cusR_CuSO4__2,1.1872107392,0.3067821535,1.048489943
tcs__del_cusR_lb__1,1.1002275769,0.4003523275,0.995224693
tcs__del_cusR_lb__2,0.4761984805,0.38194856250000003,1.040602243
tcs__del_kdpE_01-kcl__1,1.1729766323,-0.3482126585,0.088105161
tcs__del_kdpE_01-kcl__2,0.409172478,-0.26163250250000003,0.12273579200000001
tcs__del_kdpE_115-kcl__1,-0.8971629575000001,-0.6089375015,0.04519701
tcs__del_kdpE_115-kcl__2,-1.0532093234,-0.4870249025,-0.003365355
tcs__del_phoB_m9__1,0.17645581500000002,0.1843908715,0.731063943
tcs__del_phoB_m9__2,-0.39035640800000004,0.2042201425,0.757859213
tcs__del_phoB_m9p__1,2.0039894174,-1.0987462255,-0.51730162
tcs__del_phoB_m9p__2,2.1190455294,-0.9283130265,-0.48681598000000004
tcs__del_rcsB_etoh__1,1.4099051307,2.0956955795,0.858421713
tcs__del_rcsB_etoh__2,1.5635682308,2.2004270465,0.9214160130000001
tcs__del_rcsB_lb__1,3.5210649047,1.2629949175,0.6655188230000001
tcs__del_rcsB_lb__2,3.4476744984,1.3588901905,0.700550933
tcs__del_zraR_lb__1,1.0247787914,0.9687736355000001,0.536767573
tcs__del_zraR_lb__2,0.2196868989,1.1111503255,0.5696375730000001
tcs__del_zraR_zncl2__1,1.5772643079000002,1.2633362885000001,0.833890483
tcs__del_zraR_zncl2__2,1.2994539609,1.2159470155,0.8158754130000001
tcs__wt_01-kcl__1,0.4000838155,-0.0213979825,-0.04219238
tcs__wt_01-kcl__2,0.3243841993,-0.1459056585,-0.041591509000000006
tcs__wt_01xlb__1,6.8515383989,0.3412939595,-1.18682151
tcs__wt_01xlb__2,6.907750315,0.2287011565,-1.187464975
tcs__wt_115-kcl__1,-0.8706775209000001,-0.4564498515,-0.09970663
tcs__wt_115-kcl__2,-1.0204451072,-0.5872422865,-0.12142913200000001
tcs__wt_CuSO4__1,0.337334811,1.4979434435,0.733850203
tcs__wt_CuSO4__2,1.034777704,1.6961506725,0.730520613
tcs__wt_etoh__1,1.6258054199,2.1204249515,0.575463063
tcs__wt_etoh__2,1.1374252861,2.2300106625,0.539484413
tcs__wt_lb__1,2.7247997024,0.6646363505,0.9893765630000001
tcs__wt_lb__2,3.2221105745,0.5252439845,1.092255943
tcs__wt_LiAcet__1,0.9557842118000001,-0.2640644545,0.649175273
tcs__wt_LiAcet__2,0.4731236836,0.1208176625,0.406217943
tcs__wt_LiCl__1,0.6834894561,0.1827400555,0.574315623
tcs__wt_LiCl__2,0.3416289963,0.1665681075,0.6016396030000001
tcs__wt_m9p__1,1.1874570801,-1.1186319585,-0.395497808
tcs__wt_m9p__2,1.5940143156,-0.8253689335000001,-0.420119436
tcs__wt_pyr__1,8.2208755791,0.9422606765,-1.287916309
tcs__wt_pyr__2,8.2468909191,0.9994581665000001,-1.163147485
tcs__wt_zncl2__1,1.547593095,0.7677007685,0.665530193
tcs__wt_zncl2__2,1.4050981882,0.7982963665,0.6831118230000001
ros_tale__1_112_0pq__1,0.45989240010000004,-1.3355061045,0.040594261
ros_tale__1_112_0pq__2,-0.0251158103,-1.4077754805,0.219280403
ros_tale__1_112_250pq__1,-0.27211827040000003,-1.2484105505,1.110700303
ros_tale__1_112_250pq__2,-0.11886286900000001,-1.2921079145,0.843117993
ros_tale__1_112_750pq__1,0.2007276965,-1.3004643105,0.9049245530000001
ros_tale__1_112_750pq__2,-0.599164731,-1.0473787155,1.048487963
ros_tale__1_112_750pq__3,-0.27151657020000003,-1.5785202025,0.7018120830000001
ros_tale__3_76_0pq__1,1.5737104350000002,0.6390438845,0.40668794300000005
ros_tale__3_76_0pq__2,2.1797599904,0.8504096835,0.36532405300000004
ros_tale__3_76_0pq__3,1.9689167628000002,0.8949890885,0.389190503
ros_tale__3_76_0pq__4,1.7712191816,0.9747729745,0.43728822300000003
ros_tale__3_76_250pq__1,1.7895838926,-1.7567520425,-0.610562742
ros_tale__3_76_250pq__2,1.6746673662,-1.7155392515,-0.773419076
ros_tale__3_76_750pq__1,1.3929167044000001,-1.9798289385,0.051653856000000005
ros_tale__3_76_750pq__2,1.6952505843,-2.0719687345,-0.9425002680000001
ros_tale__7_103_0pq__1,1.8081551693,-0.4795354445,0.7026568830000001
ros_tale__7_103_0pq__2,2.5045352514,0.0120950345,0.947477173
ros_tale__7_103_0pq__3,2.2196920692,-0.4569249475,0.7939082030000001
ros_tale__7_103_0pq__4,2.67314791,0.11193715950000001,1.056964733
ros_tale__7_103_250pq__1,0.6273882847000001,-1.6548630635000001,-0.24247490100000002
ros_tale__7_103_250pq__2,0.8686075157,-1.4410844295,-0.20438087800000002
ros_tale__7_103_750pq__1,0.4636711282,-1.3900460685,0.088597729
ros_tale__7_103_750pq__2,0.8346126713,-1.5885852735000001,0.14973729300000002
ros_tale__9_77_0pq__1,1.6346407649999999,-1.7747290915,-0.7757600000000001
ros_tale__9_77_0pq__2,1.138776511,-1.8723644365,-0.573824628
ros_tale__9_77_250pq__1,1.4569310673,-1.5737119284999999,-0.910153037
ros_tale__9_77_250pq__2,1.7740689458,-1.7407642665,-0.9544832510000001
ros_tale__9_77_750pq__1,1.3523000227,-1.8973820395,-0.588176502
ros_tale__9_77_750pq__2,1.8598736491999999,-1.8409500885,-0.8824148350000001
ros_tale__11_83_0pq__1,0.0636885239,-1.6729500955,0.767703793
ros_tale__11_83_0pq__2,0.09420272290000001,-2.1156593585,0.727341753
ros_tale__11_83_250pq__1,0.283156314,-1.9133086705000002,0.616797033
ros_tale__11_83_250pq__2,-0.010266449,-2.0140356005,0.8796841830000001
ros_tale__11_83_750pq__1,0.22537623950000002,-1.6262598394999999,0.9722065830000001
ros_tale__11_83_750pq__2,0.20220477820000002,-1.6566591595,1.096863553
ros_tale__13_87_0pq__1,0.6586962215000001,-2.0127234985,0.40261139300000004
ros_tale__13_87_0pq__2,0.9331416916,-1.8474904785000001,0.201186783
ros_tale__13_87_250pq__1,0.7206175369000001,-1.6075280275,0.613315693
ros_tale__13_87_250pq__2,1.013881899,-1.5371712715,0.806008833
ros_tale__13_87_750pq__1,0.7722729614,-0.9575172745,1.099164733
ros_tale__13_87_750pq__2,0.9752325746,-1.1221729185,1.124829123
ros_tale__14_27_0pq__1,0.7498906913000001,-1.5424693375,-0.037079376000000004
ros_tale__14_27_0pq__2,0.9844700462,-1.6501907175000001,-0.11367244900000001
ros_tale__14_27_250pq__1,0.9981096433000001,-0.7870402355,0.407816973
ros_tale__14_27_250pq__2,0.5554588398,-0.4877832315,0.321498873
ros_tale__14_27_750pq__1,1.8739606957000001,-0.4822361075,0.963881143
ros_tale__14_27_750pq__2,1.3898802043,-0.5855092155,1.226371643
ros_tale__16_28_250pq__1,-0.3817728662,0.5882760005000001,0.654686623
ros_tale__16_28_250pq__2,-0.3965718802,0.6468117485,0.625724853
ros_tale__16_32_0pq__1,0.41996115850000004,-0.5754917115,1.494979073
ros_tale__16_32_0pq__2,1.016411525,-0.4461157415,1.442336843
ros_tale__16_32_0pq__3,-1.2277227915,0.08701320850000001,0.607936503
ros_tale__16_32_0pq__4,-1.4645236405,0.0668312115,0.622877623
ros_tale__16_32_250pq__1,-1.0422220871,0.1800273175,0.496195963
ros_tale__16_32_250pq__2,-0.5819825231,0.0547415465,0.602191523
ros_tale__16_32_750pq__1,0.8007600053,-0.9717367985,0.625901413
ros_tale__16_32_750pq__2,0.0940569385,-0.8210445855,1.045357503
ros_tale__17_104_0pq__1,-0.27389801,-1.5652692825,1.6003325529999999
ros_tale__17_104_0pq__2,0.4347698562,-2.0556468135,1.598090103
ros_tale__17_104_250pq__1,-0.024103052200000002,-1.5292306495,0.982030343
ros_tale__17_104_250pq__2,0.0215024872,-1.3265920095000001,1.277154773
ros_tale__17_104_250pq__3,0.014050840700000001,-1.4659793644999999,1.232406513
ros_tale__17_104_250pq__4,0.3284847655,-1.8148144955,0.6953416530000001
ros_tale__17_104_750pq__1,-0.1489885183,-1.4324733785000001,1.004531303
ros_tale__17_104_750pq__2,-0.1384825827,-1.9149193924999999,0.830057743
ros_tale__18_24_250pq__1,0.1065358919,0.6351384675,0.46653734300000005
ros_tale__18_24_250pq__2,-0.0634189708,0.40427759750000003,0.224964563
ros_tale__18_36_0pq__1,-0.1345411393,-1.3052104825,1.323272493
ros_tale__18_36_0pq__2,0.449326895,-1.2094422735,1.432955703
ros_tale__18_36_0pq__3,-1.7162557838999999,-0.3007723565,0.225153443
ros_tale__18_36_0pq__4,-0.859858966,-0.058317163500000005,0.48006017300000003
ros_tale__18_36_250pq__1,-0.5957729264,0.1861888835,0.43674846300000003
ros_tale__18_36_250pq__2,-0.8555111887,0.4068880165,0.46680216300000005
ros_tale__18_36_750pq__1,1.4195518804,-1.0570516785,0.390658013
ros_tale__18_36_750pq__2,1.3005947137,-1.0394554615,0.545242793
ros_tale__19_91_0pq__1,0.9849409643,-2.6743849315,0.982287223
ros_tale__19_91_0pq__2,0.2928437514,-1.7079353545,0.887445543
ros_tale__19_91_250pq__1,0.0531170843,-2.1595154305,0.5704754430000001
ros_tale__19_91_250pq__2,-0.0326847727,-1.7465418865,0.592155203
ros_tale__19_91_750pq__1,0.5939728208,-2.1089531785,0.307201803
ros_tale__19_91_750pq__2,0.45937253920000004,-1.6897091745,0.42239436300000005
ros_tale__19_91_750pq__3,0.8193115051000001,-1.4080390575,0.6522730330000001
ros_tale__19_91_750pq__4,0.6548650719,-0.8860762225000001,0.25258847300000004
ros_tale__21_97_0pq__1,0.1792129867,-1.7442039535,-0.387833971
ros_tale__21_97_0pq__2,-0.0217314466,-1.3605191655,-0.184451325
ros_tale__21_97_250pq__1,0.28820009820000003,-1.2599693324999999,0.006036631000000001
ros_tale__21_97_250pq__2,-0.18225938,-1.4466234095,0.018638846
ros_tale__21_97_750pq__1,0.5422155848,-1.0281472125,0.231216303
ros_tale__21_97_750pq__2,-0.2969631475,-1.2381739395,-0.144563632
ros_tale__25_111_0pq__1,0.8012049215,-1.5760039255,0.079864026
ros_tale__25_111_0pq__2,0.8536058844000001,-1.6079842295,0.7592634930000001
ros_tale__25_111_250pq__1,1.0952415814,-1.0662768045,0.17330999300000002
ros_tale__25_111_250pq__2,1.1836018134,-1.1695316975,0.429255013
ros_tale__25_111_750pq__1,0.9977830221,-1.0804571265,0.557660793
ros_tale__25_111_750pq__2,0.9687438436,-1.1541126035,0.305956793
ros_tale__29_119_0pq__1,0.8878226549,-1.4457053215,0.860010453
ros_tale__29_119_0pq__2,0.0886964958,-1.7146475755,0.9657211630000001
ros_tale__29_119_250pq__1,0.5919593311,-1.2163471055,0.8571940530000001
ros_tale__29_119_250pq__2,0.6599210858,-0.9851767725,0.8164901330000001
ros_tale__29_119_750pq__1,0.7528346902,-1.0203168375,1.026877023
ros_tale__29_119_750pq__2,0.7077274844,-1.4573526035,0.8530044830000001
ros_tale__ALE4_0pq__1,-1.7195555407,-0.2175997305,0.329227253
ros_tale__ALE4_0pq__2,-1.5486330558999999,-0.0786577265,0.307710333
ros_tale__ALE4_250pq__1,0.5928651401,0.7932254525,1.452259763
ros_tale__ALE4_250pq__2,0.7133781616,0.6165997245,1.438498573
pcoli__atASMT_325G__1,0.0783441388,0.1427919045,0.39244801300000004
pcoli__atASMT_325G__2,-0.39110581320000004,0.1535068135,0.38625268300000004
pcoli__bpTDC__1,-0.0449707512,1.4776758955,0.406975843
pcoli__bpTDC__2,-0.12132859630000001,1.5083178305,0.42339976300000004
pcoli__BRCA__1,0.0321185435,1.6738356195000001,0.19224848300000003
pcoli__BRCA__2,-0.2960316561,1.5638155515,0.130605479
pcoli__BRCActrl__1,0.3471997488,2.1724559565,0.529755863
pcoli__BRCActrl__2,0.7588261706,2.4301089545,0.603931893
pcoli__BRCAswap__1,-0.0907560867,0.8205419245000001,0.502758963
pcoli__BRCAswap__2,-0.2073209784,0.6731234595000001,0.5975511530000001
pcoli__btAANAT__1,-0.0433844398,0.2442170445,0.44156927300000004
pcoli__btAANAT__2,0.0514710288,0.4036443985,0.593116823
pcoli__btASMT__1,-0.0288843352,0.6106250145000001,0.526768513
pcoli__btASMT__2,0.2358684378,0.3403214835,0.43985790300000005
pcoli__CC1__1,0.5177151413000001,0.1768247215,0.525016043
pcoli__CC1__2,0.12457850120000001,0.0074628075,0.7535511330000001
pcoli__ccCOMT__1,-0.1384969264,0.30050594750000004,0.324298403
pcoli__ccCOMT__2,0.0168140293,-0.0699710685,0.324672993
pcoli__ckDDC__1,0.1437127701,0.6025047155000001,0.44124815300000003
pcoli__ckDDC__2,0.9934320256,0.9929126165000001,0.327799773
pcoli__CNTF_belt__1,-0.2316140526,0.1116259435,0.45389948300000005
pcoli__CNTF_belt__2,-0.0367003873,-0.0315085065,0.769870103
pcoli__cobPNMT__1,-0.2178116575,0.0798645335,0.319938133
pcoli__cobPNMT__2,-0.4187730066,-0.14105296150000002,0.31512674300000004
pcoli__cvPhhB__1,-0.3062376973,0.1474345055,0.310797363
pcoli__cvPhhB__2,-0.4138394674,0.3901321045,0.447846893
pcoli__ggAANAT__1,-0.42900121560000004,0.3469431065,0.307534513
pcoli__ggAANAT__2,0.23726713030000002,0.3903625455,0.222644383
pcoli__ggTPH__1,-0.0012693259,0.4070607775,0.341263333
pcoli__ggTPH__2,-0.0917121931,0.6162224975,0.27857460300000003
pcoli__hsAANAT__1,1.268790142,0.5245263225,0.729185823
pcoli__hsAANAT__2,0.7637525392000001,0.2706949925,0.851554463
pcoli__hsASMT__1,0.0946900962,1.3498084055000001,0.358384973
pcoli__hsASMT__2,-0.11334634410000001,1.3367852225,0.436830013
pcoli__hsPNMT_mb__1,-0.4249051721,0.0229065765,0.303904393
pcoli__hsPNMT_mb__2,-0.5613935909000001,-0.1452672845,0.315796993
pcoli__hsTPH__1,-0.29509658,0.49462704350000003,0.05462642
pcoli__hsTPH__2,-0.6791448866,0.7058032415000001,0.23617991300000002
pcoli__hsTPH_E2K__1,-0.286320756,0.6440651745,0.708976563
pcoli__hsTPH_E2K__2,-0.0675181961,0.6940621265,0.661218473
pcoli__hsTPH_E2K_N91I_P99C__1,-0.2100661067,0.8216390025,0.188410083
pcoli__hsTPH_E2K_N91I_P99C__2,-0.37006876040000003,0.7525139795,0.048706611000000004
pcoli__hsTPH_N158trunc__1,0.6177046679,1.1879096015,0.450496543
pcoli__hsTPH_N158trunc__2,0.8237400801,1.1779644335000001,0.38589769300000004
pcoli__hsTPH_N174trunc__1,0.05520833,0.4072032765,0.383639033
pcoli__hsTPH_N174trunc__2,0.2490945407,1.1579564625,0.653379393
pcoli__hsTPH_Ntermtrunc__1,1.0116398198,1.8738791745,0.507616873
pcoli__hsTPH_Ntermtrunc__2,0.0969701947,0.8522192905,0.580596903
pcoli__hsTPH1__1,0.14867600690000002,0.2982845825,0.525567793
pcoli__hsTPH1__2,0.2963486065,0.2554184565,0.541530923
pcoli__MBP__1,0.132615331,-0.0159790815,-0.3459771
pcoli__MBP__2,0.0103963071,0.4649928345,0.026489270000000002
pcoli__msCOMT__1,0.07397558400000001,1.5264052145,-0.10757295
pcoli__msCOMT__2,-0.0241627428,1.3929917805,-0.092380891
pcoli__ocAANAT__1,-0.2390138572,0.0930755825,0.31963151300000003
pcoli__ocAANAT__2,0.1175711675,0.0945093555,0.29391968300000004
pcoli__osTDC_K374H__1,-0.1418396713,0.28096272650000004,0.686319663
pcoli__osTDC_K374H__2,0.4471253451,0.2883611485,0.6933763230000001
pcoli__osTDC_K374L__1,0.3706244065,2.0705240015,-0.030107003
pcoli__osTDC_K374L__2,0.11002185930000001,1.9807195785,0.15281107300000002
pcoli__osTDC_K374Q__1,0.19446583110000001,0.7982525235,0.448557103
pcoli__osTDC_K374Q__2,0.1588633794,0.6181401485,0.464314863
pcoli__osTDC_L360V__1,-0.0336895775,0.7968194055000001,0.296624173
pcoli__osTDC_L360V__2,-0.41797457,0.9931537015,0.38201686300000004
pcoli__pmTPH__1,0.033434655800000004,1.1009141175,-0.100263604
pcoli__pmTPH__2,0.0766077404,1.2897427225,0.082263955
pcoli__RFC__1,-0.1657499134,0.0765541265,0.068137152
pcoli__RFC__2,-0.2982456081,0.041530304500000004,0.008882816
pcoli__RFCctrl__1,1.1478442074,0.0009289415,0.452268993
pcoli__RFCctrl__2,0.7388274650000001,0.0864242105,0.516558493
pcoli__RFCnopause__1,0.7371337846,0.5173050115,0.670868723
pcoli__RFCnopause__2,0.910241916,0.7597951245,0.6748039730000001
pcoli__RFCpluspause__1,2.0848744222,1.7449295525,0.764061093
pcoli__RFCpluspause__2,2.5197524873,2.1249571595,0.521421413
pcoli__rnCOMT_sol__1,0.7046741547,0.21811885050000002,0.8270174130000001
pcoli__rnCOMT_sol__2,0.9980245032,0.20801652750000002,0.6395325230000001
pcoli__rnPNMT__1,0.09792444060000001,1.8850894535,0.16358693300000002
pcoli__rnPNMT__2,0.2311506084,1.8082755385,0.07451194300000001
pcoli__rnTDC__1,-0.1147438048,1.2696282525,0.087983618
pcoli__rnTDC__2,-0.2636975052,1.1500191655,0.171146073
pcoli__rnTDC_trunc__1,0.5401947936,1.0095336585,0.30755714300000003
pcoli__rnTDC_trunc__2,0.11135719670000001,1.1402191605,0.43504015300000004
pcoli__saCOMT_T2A__1,-0.48816805360000004,0.3335181405,0.333583893
pcoli__saCOMT_T2A__2,-0.4321744544,0.1739593535,0.403870763
pcoli__sfCOMT__1,0.0319909262,0.1908578495,0.157244413
pcoli__sfCOMT__2,-0.3703961065,0.0666335815,0.06503750800000001
pcoli__sgAANAT_D63G__1,-0.2488754864,0.1509879005,0.18900217300000002
pcoli__sgAANAT_D63G__2,-0.3594588326,0.0594100885,0.430522603
pcoli__ssDDC__1,-0.2042968488,1.1519522014999999,0.20759201300000002
pcoli__ssDDC__2,0.017173934300000002,1.1715172955,0.325140303
pcoli__TP53B__1,0.6116248613,0.6390483135,0.423739103
pcoli__TP53B__2,0.4439858065,0.6639194595,0.44374538300000005
pcoli__WT__1,0.4408107066,0.5681009475000001,0.547181673
pcoli__WT__2,0.5783875415,0.6896395735,0.433431683
cck__glu_ale4__1,-0.7229513791000001,-0.2792726235,0.10431546100000001
cck__glu_ale4__2,-0.6495770088,-0.3267342505,0.212229043
cck__cck_ale1__1,-0.6845718058,-0.3697460105,0.14875797300000002
cck__cck_ale1__2,-0.2203169218,-0.5595292485,0.21173196300000002
cck__cck_ale2__1,-1.0290840221,-0.3404437125,0.24320085300000002
cck__cck_ale2__2,-0.7083075579,-0.3578066845,0.21966280300000002
cck_pgi__gmos_delpgi__1,2.7811849454,1.1413074315,0.6099491930000001
cck_pgi__gmos_delpgi__2,3.7787272611000002,1.3526844465,0.5151660730000001
cck_pgi__pgi_ale1__1,0.2756270943,0.8205054805,0.087196909
cck_pgi__pgi_ale1__2,0.6620137709,0.5003608875000001,0.47036157300000003
cck_pgi__pgi_ale2__1,1.0976729705,0.5901708915,0.645027843
cck_pgi__pgi_ale3__1,0.5711362763,0.5041945875,0.257702043
cck_pgi__pgi_ale3__2,0.1463599193,0.0332774575,0.527121343
cck_pgi__pgi_ale4__1,-0.9366212418000001,0.0886144055,0.02567041
cck_pgi__pgi_ale4__2,-0.5693408239000001,-0.0865284075,0.149264913
cck_pgi__pgi_ale4__3,-0.2876413427,-0.1837974295,0.23104943300000003
cck_pgi__pgi_ale5__1,1.2425322515000001,0.7816433965,0.264446703
cck_pgi__pgi_ale5__2,0.4474740432,0.5888592245000001,0.491011093
cck_pgi__pgi_ale6__1,0.6429537045,0.5190374585,0.40659345300000005
cck_pgi__pgi_ale6__2,0.6648341264000001,0.3273125315,0.629358233
cck_pgi__pgi_ale7__1,0.1723933765,0.7138012315000001,0.41980537300000004
cck_pgi__pgi_ale7__2,0.0104267224,0.3955051915,0.725253033
cck_pgi__pgi_ale8__1,-0.2119168996,0.1586221455,0.29002768300000004
cck_pgi__pgi_ale8__2,-0.5756865895000001,0.11352545950000001,0.6440838830000001
cck_sdh__gmos_delsdhCB__1,0.8114688644,0.4646307425,0.8479485130000001
cck_sdh__gmos_delsdhCB__2,0.502417146,0.6127815975,0.829896053
cck_sdh__sdh_ale1__1,-0.006944140200000001,-0.2790324315,0.544071473
cck_sdh__sdh_ale1__2,-0.15954693080000001,-0.0752962685,0.5592394930000001
cck_sdh__sdh_ale2__1,-0.7742615245000001,-0.31672413650000003,0.47991167300000004
cck_sdh__sdh_ale3__1,-0.6747668455,-0.3420901885,0.556417913
cck_sdh__sdh_ale3__2,0.029166300500000002,-0.3558052065,0.493899293
cck_sdh__sdh_ale3__3,-0.28379563420000004,-0.3888784635,0.485328093
cck_pts__gmos_delptsHIcrr__1,3.2668868945,0.8829874645,0.464496883
cck_pts__gmos_delptsHIcrr__2,2.67195018,0.8552748745000001,0.649161093
cck_pts__pts_ale1__1,0.1756732278,-0.5285299285,0.32947587300000003
cck_pts__pts_ale1__2,0.29628406760000003,-0.5887917735,0.296778353
cck_pts__pts_ale2__1,-0.6399614823,-0.2915026965,0.201890953
cck_pts__pts_ale2__2,-0.8455242113,-0.44265937450000004,0.275129713
cck_pts__pts_ale3__1,-0.8483296793,-0.9387410355,-0.445342181
cck_pts__pts_ale3__2,-0.5774228351,-1.0557690895,-0.14552193800000002
cck_pts__pts_ale4__1,-1.624858126,-0.5711332285,0.420678743
cck_pts__pts_ale4__2,-0.9978286647000001,-0.5988594725,0.387503033
cck_gnd__gmos_delgnd__1,1.1607153719,0.5171904025,0.515541103
cck_gnd__gmos_delgnd__2,1.1142759201,-0.0780968945,0.419079603
cck_gnd__gnd_ale1__1,-0.9980170942000001,-0.4209441765,0.113228532
cck_gnd__gnd_ale1__2,-1.0570995671,-0.44159008850000003,0.145492598
cck_gnd__gnd_ale2__1,-1.0869456411,-0.4475138745,0.057324061
cck_gnd__gnd_ale2__2,-0.8347549149,-0.5155462015,0.051602317
cck_gnd__gnd_ale3__1,-0.6694700432,-0.43848277750000003,0.047017895000000004
cck_gnd__gnd_ale3__2,-1.0658994946,-0.6796721145,0.07806117700000001
cck_tpiA__gmos_deltpiA__1,5.0221262923,1.8392101775,0.554945433
cck_tpiA__gmos_deltpiA__2,5.8337356385,1.9231538885,0.648474443
cck_tpiA__tpiA_ale1__1,1.1975349536,0.4744729475,0.5753141230000001
cck_tpiA__tpiA_ale1__2,1.0879374944,0.40957284450000003,0.5862271530000001
cck_tpiA__tpiA_ale2__1,1.5033174747,0.9046907555,0.693161793
cck_tpiA__tpiA_ale2__2,1.2295023248,0.9764820205,0.48257620300000004
cck_tpiA__tpiA_ale3__1,0.3560568609,0.5191207155,0.44486670300000003
cck_tpiA__tpiA_ale3__2,0.5441839941000001,0.3332120195,0.424267453
cck_tpiA__tpiA_ale4__1,1.4417074274,0.5983023265,0.227203863
cck_tpiA__tpiA_ale4__2,1.0965904951,0.6729361045000001,0.196128253
acid_tale__acid_ale1_pH7__1,-1.0219221063,-0.21473242750000002,0.152688973
acid_tale__acid_ale1_pH7__2,-0.8268786247000001,-0.046265136500000005,0.12606668000000001
acid_tale__acid_ale1_pH5__1,-0.48942185860000004,-0.7562723765,0.7941495230000001
acid_tale__acid_ale1_pH5__2,0.1174531873,-0.5290717325000001,0.815270033
acid_tale__acid_ale2_pH7__1,-0.0701389178,0.4083090895,0.338840073
acid_tale__acid_ale2_pH7__2,0.1008201826,0.2869548995,0.323054463
acid_tale__acid_ale2_pH5__1,0.21843486450000002,0.0956797145,0.432644723
