,A,MetJ,HypT
acid_tale__acid_ale1_pH7__1,3.0253870452,0.043886351000000004,-1.425083925
acid_tale__acid_ale1_pH7__2,2.8239831645,0.029013573,-1.475790366
acid_tale__acid_ale1_pH5__1,-8.4418351128,-1.751831912,-0.7969060060000001
acid_tale__acid_ale1_pH5__2,-8.4181635671,-1.483735234,-0.800281851
acid_tale__acid_ale2_pH7__1,1.998275477,0.11462554200000001,-1.074689987
acid_tale__acid_ale2_pH7__2,2.360905474,0.073915959,-1.030792041
acid_tale__acid_ale2_pH5__1,0.6929429757000001,0.175029867,-0.719186643
acid_tale__acid_ale2_pH5__2,0.9265103893000001,-0.352602501,-1.05562513
acid_tale__low_Mg_ale_pH7__1,1.981649643,0.39705244100000003,-0.8428500430000001
acid_tale__low_Mg_ale_pH7__2,1.9110131361,0.21305346600000002,-1.137489272
acid_tale__low_Mg_ale_pH5__1,1.6754514451,0.431479043,-0.534188155
acid_tale__low_Mg_ale_pH5__2,1.6065141183,0.24638756900000003,-0.816489997
acid_tale__MES_ale_pH7__1,2.6148792312999998,0.087232026,-1.064414714
acid_tale__MES_ale_pH7__2,2.4194054544,0.215422266,-1.15937705
acid_tale__MES_ale_pH5__1,2.4639282587,0.454800374,-0.633432172
acid_tale__MES_ale_pH5__2,1.5531210667000002,0.7092830960000001,-0.640996612
acid_tale__gmos_pH7__1,2.4352722519,0.11726652900000001,-1.088899681
acid_tale__gmos_pH7__2,2.5512740326000003,0.27795683400000004,-1.154280017
acid_tale__gmos_pH5__1,0.3578850213,0.30601368700000003,-0.81495782
acid_tale__gmos_pH5__2,0.6635201311000001,0.413606191,-0.690663185
adnB__wt_adn__1,-3.211464995,0.9843690370000001,-1.31428786
adnB__wt_adn__2,-1.7702533737000001,0.392674422,-0.8994086710000001
adnB__delydhB_adn__1,0.030888349500000002,1.7052531210000001,-1.468303532
adnB__delydhB_adn__2,-0.7854156236000001,1.312210501,-1.168153865
ytf2__wt_glc__1,-1.9249414443,-0.22904663300000003,-1.019938548
ytf2__wt_glc__2,-2.2069899795,-0.358700096,-1.243136925
ytf2__ybcM_glc__1,-3.327309503,-0.5442780110000001,-1.39137156
ytf2__ybcM_glc__2,-3.9601844395,-0.6356495790000001,-1.341762729
ytf2__ydhB_glc__1,-0.7858794318000001,-0.41320409900000005,-1.322795956
ytf2__ydhB_glc__2,-0.7920291875000001,-0.329238283,-1.203164494
ytf2__yfeC_glc__1,-0.5209476588,-0.367634161,-1.212620144
ytf2__yfeC_glc__2,-0.43358947880000004,-0.08555072500000001,-1.22385704
ytf2__yciT_glc__1,-2.3711754748000002,-0.456283861,-1.30613525
ytf2__yciT_glc__2,-2.2615067174,-0.421974803,-1.273172265
ytf2__ydiZ_glc__1,-1.5689558008,-0.11558248400000001,-1.2587770040000001
ytf2__ydiZ_glc__2,-1.8569564558,-0.14672679900000002,-1.166634825
ytf2__ynfL_glc__1,-2.747760346,-0.23901322300000002,-1.3368504570000002
ytf2__ynfL_glc__2,-3.1291203069,-0.40318351300000005,-1.164337242
misc2__dellon_glc__1,-3.1729842491,-1.182510639,-1.070083055
misc2__dellon_glc__2,-5.0192449909,-1.7424929850000002,-1.051903728
ytf3__wt_glc2__1,-0.3394685031,0.14324799900000001,-1.521473388
ytf3__wt_glc2__2,-0.14503340450000002,-0.031079072000000003,-1.211304907
ytf3__wt_pH7_lactate__1,0.0302268925,0.190855947,-1.419651908
ytf3__wt_pH7_lactate__2,-0.1685048191,0.279113298,-1.511007513
ytf3__wt_pH55_lactate__1,-0.4623584583,0.248918661,-1.178336522
ytf3__wt_pH55_lactate__2,-0.20105548410000001,0.19736414700000002,-1.223223804
ytf3__wt_pH55_HCl__1,-0.3454510116,0.133447732,-1.396540069
ytf3__wt_pH55_HCl__2,-0.44917339,0.258489802,-1.270120242
ytf3__dyieP_pH7__1,0.9736212674,0.279261244,-1.257152764
ytf3__dyieP_pH7__2,0.7109937141,0.297125696,-1.165810139
ytf3__dyieP_pH55__1,1.5265651617,0.22601927300000002,-1.129796188
ytf3__dyieP_pH55__2,1.5265612387,0.189569134,-1.3209687780000001
