,A,RpoS,DhaR
hot_tale__hot_ale8_44c__2,-1.2813056693,-1.401286403,0.9515586075
hot_tale__hot_ale9_mid_30c__1,-0.1221649805,-1.486259717,-0.2342379265
hot_tale__hot_ale9_mid_30c__2,-0.2712538578,-1.602807011,-0.3369485045
hot_tale__hot_ale9_30c__1,-0.3771104917,-1.7950013550000001,-0.5891827195
hot_tale__hot_ale9_30c__2,-0.36762787700000005,-1.947474307,-0.34274910950000004
hot_tale__hot_ale9_mid_37c__1,-0.2711723717,-1.652567464,-0.18824529650000002
hot_tale__hot_ale9_mid_37c__2,-0.6033685838,-1.6748199380000002,-0.0360379585
hot_tale__hot_ale9_37c__1,-0.1705150167,-1.497790775,-0.1818987305
hot_tale__hot_ale9_37c__2,-0.2790527437,-1.530303604,-0.0087701555
hot_tale__hot_ale9_mid_44c__1,-0.6975032367,-1.164812891,0.9752777095
hot_tale__hot_ale9_mid_44c__2,-1.2047205731,-0.989517818,1.2486900115
hot_tale__hot_ale9_44c__1,-1.0518235471,-0.86014164,0.8157886455000001
hot_tale__hot_ale9_44c__2,-1.2472165253,-0.837791747,0.7802943585000001
hot_tale__hot_ale10_30c__1,-1.080082303,-1.386495954,-0.1963090525
hot_tale__hot_ale10_30c__2,-1.033706139,-1.402138782,-0.30023528650000003
hot_tale__hot_ale10_37c__1,-0.8517585805000001,-1.471664917,-0.4624496315
hot_tale__hot_ale10_37c__2,-0.6734586244,-1.549020217,-0.3132391665
hot_tale__hot_ale10_44c__1,-1.0806160917,-0.9616132070000001,0.45981502750000003
hot_tale__hot_ale10_44c__2,-1.7670437475,-0.951745735,0.6032553345
hot_tale__hot_ale16_30c__1,-0.7848810542,-1.531300938,-0.5014103865
hot_tale__hot_ale16_30c__2,-0.9572227395,-1.634359187,-0.4365276185
hot_tale__hot_ale16_37c__1,-0.42875594250000004,-1.565068318,-0.2953672475
hot_tale__hot_ale16_37c__2,-0.8629422543,-1.614135088,-0.2219078905
hot_tale__hot_ale16_44c__1,-1.4080409591,-1.248922181,0.7809006675
hot_tale__hot_ale16_44c__2,-1.6473110792,-1.155512192,1.0346207565
pdhr_ale__pdhR-13_51__1,-1.4162649196000001,0.545286652,0.12552282650000002
pdhr_ale__pdhR-13_51__2,-0.896232318,0.418927092,-0.0041243465
pdhr_ale__pdhR-14_46__1,-1.33132694,1.5375000920000002,0.1274899635
pdhr_ale__pdhR-14_46__2,-1.0777748787,1.406942552,0.060062673500000004
pdhr_ale__pdhR-15_51__1,-0.7370171716,0.550614182,-0.41491121350000004
pdhr_ale__pdhR-15_51__2,-0.7427316678,0.5427596720000001,-0.2535227015
pdhr_ale__pdhR-16_49__1,-0.5677271028,0.892385662,0.1972674485
pdhr_ale__pdhR-16_49__2,-1.1260388611,1.6646909220000001,-0.0446160615
tcs__del_atoC_LiAcet__1,4.411094644,0.14008757600000002,-0.5981706115000001
tcs__del_atoC_LiAcet__2,4.7833278586,0.317528992,-0.6435710935
tcs__del_atoC_LiCl__1,4.5327454365,0.572097892,-0.41915726550000004
tcs__del_atoC_LiCl__2,4.5343389263,0.664503352,-0.4377660255
tcs__del_atoC_m9__1,4.791495414,0.45651683200000004,-0.5298776285
tcs__del_atoC_m9__2,4.6311805836,0.48580563200000004,-0.4477738605
tcs__del_baeR_etoh__1,5.5848649135,-0.366068699,-0.38744571250000004
tcs__del_baeR_etoh__2,5.8887553305,-0.18654836400000002,-0.3490818335
tcs__del_baeR_lb__1,0.48370369360000004,1.7351000920000001,0.0559618185
tcs__del_baeR_lb__2,0.4922516135,1.686986762,-0.0108997155
tcs__del_btsR_01xlb__1,-1.4995100623,1.4074916320000002,-0.9786814655
tcs__del_btsR_01xlb__2,-1.3092681737,1.352980122,-0.8637815405
tcs__del_btsR_lb__1,5.632756461,-0.6825328420000001,0.3809363615
tcs__del_btsR_lb__2,5.814851071,-0.726716694,0.2941320575
tcs__del_btsR_pyruvate__1,-1.544047489,1.308905382,-1.1804464185
tcs__del_btsR_pyruvate__2,-1.8195607365000002,1.2243911920000001,-1.1720709295
tcs__del_cpxR_etoh__1,5.6302887405,-1.103766331,-0.1726425375
tcs__del_cpxR_etoh__2,5.1376255999,-1.097200214,-0.5287168585
tcs__del_cpxR_lb__1,-0.1250428324,1.589736432,-0.4003203475
tcs__del_cpxR_lb__2,0.0340661047,1.709398122,-0.15026158950000001
tcs__del_cusR_CuSO4__1,-0.8266625977000001,1.261222212,1.2728293005
tcs__del_cusR_CuSO4__2,-0.6879376111000001,1.344198652,1.3439172735
tcs__del_cusR_lb__1,6.1699871991,-0.045943153,0.1279148155
tcs__del_cusR_lb__2,5.9088151205,-0.080519901,0.08339809150000001
tcs__del_kdpE_01-kcl__1,0.1729053006,2.143029202,-0.1389233735
tcs__del_kdpE_01-kcl__2,0.2240631056,2.130364142,-0.12972484750000002
tcs__del_kdpE_115-kcl__1,0.4344977638,1.9626137520000002,-0.39297663850000003
tcs__del_kdpE_115-kcl__2,0.9721457914,1.923137492,-0.3270429815
tcs__del_phoB_m9__1,2.4714716794,1.017683462,-0.4207595785
tcs__del_phoB_m9__2,2.8176401557,0.9924556320000001,-0.4410350055
tcs__del_phoB_m9p__1,2.2533468541,0.381978592,-2.1704451655
tcs__del_phoB_m9p__2,1.9113232844999999,0.378607332,-2.3131135915
tcs__del_rcsB_etoh__1,3.2970393624,0.602795022,-0.0874210125
tcs__del_rcsB_etoh__2,3.7364258914,0.6368650020000001,0.07528422650000001
tcs__del_rcsB_lb__1,-1.615758821,1.367672302,0.06874184750000001
tcs__del_rcsB_lb__2,-1.8717719208,1.439483182,-0.1675069805
tcs__del_zraR_lb__1,2.8422472639,0.325799862,0.6270172845
tcs__del_zraR_lb__2,2.8208568559,0.39428292200000004,0.6977516315000001
tcs__del_zraR_zncl2__1,0.3756502035,1.110020682,1.0705381785
tcs__del_zraR_zncl2__2,0.1629092309,1.140191742,1.0129754175
tcs__wt_01-kcl__1,0.8910135478000001,1.650929632,-0.5994208655000001
tcs__wt_01-kcl__2,0.8001451879,1.5050050220000002,-0.36460724450000004
tcs__wt_01xlb__1,-1.6387362055999999,1.405993702,-0.9249646105
tcs__wt_01xlb__2,-1.7751894849,1.369863552,-0.9925368575000001
tcs__wt_115-kcl__1,-0.055842304200000005,1.9654553520000002,-0.3755219765
tcs__wt_115-kcl__2,-0.0400716114,1.955990402,-0.44747839250000004
tcs__wt_CuSO4__1,2.6685708222,0.9521508320000001,0.6550888125000001
tcs__wt_CuSO4__2,2.6081268876,1.044374912,0.7967335755
tcs__wt_etoh__1,2.2676204173,1.2274404620000001,-0.11336367550000001
tcs__wt_etoh__2,2.3391077529,1.175064452,0.2016650535
tcs__wt_lb__1,-2.7438382301,0.8492971020000001,-0.1500509415
tcs__wt_lb__2,-2.8299347402,0.8937301820000001,0.0062973335
tcs__wt_LiAcet__1,3.8502433764,0.47077431200000003,-0.5792316055
tcs__wt_LiAcet__2,3.6860812596,0.35456234200000003,-0.49588731950000003
tcs__wt_LiCl__1,4.1803528448,0.548405402,-0.4564155125
tcs__wt_LiCl__2,3.9962674112,0.47028348200000003,-0.7505973955
tcs__wt_m9p__1,2.3926144762,0.09293588900000001,-2.0182027385
tcs__wt_m9p__2,2.4467741635,0.06531996100000001,-2.1253514445
tcs__wt_pyr__1,-1.6415852537,1.6245794120000001,-0.9555711165
tcs__wt_pyr__2,-1.5195756724,1.586807102,-0.9371923705
tcs__wt_zncl2__1,-1.228719202,0.5992908720000001,0.6993701035000001
tcs__wt_zncl2__2,-1.2197462115,0.6067851120000001,0.6623584415
ros_tale__1_112_0pq__1,1.5295863376,0.385690382,0.37370718150000004
ros_tale__1_112_0pq__2,1.1320902544,0.395483542,0.2389653165
ros_tale__1_112_250pq__1,0.8028637550000001,0.821033152,-0.1408761835
ros_tale__1_112_250pq__2,0.0884402162,0.48740582200000004,0.0225105695
ros_tale__1_112_750pq__1,0.20182991090000002,0.6522788820000001,-0.0608390695
ros_tale__1_112_750pq__2,-0.3200956405,0.698912572,-0.16406993050000002
ros_tale__1_112_750pq__3,-0.3010382084,0.6330313320000001,-0.2552271705
ros_tale__3_76_0pq__1,-0.7071771164,1.730569362,-0.0319351845
ros_tale__3_76_0pq__2,-0.7257557817,1.731126742,-0.1740385305
ros_tale__3_76_0pq__3,-1.0474285909,1.682178662,0.0331312245
ros_tale__3_76_0pq__4,-1.249218844,1.717740542,0.0426625535
ros_tale__3_76_250pq__1,-2.7425843433,1.524751262,-1.1125796105
ros_tale__3_76_250pq__2,-1.1587059125999999,0.856116462,-1.1204617955
ros_tale__3_76_750pq__1,-0.9576740993,0.655051432,-1.0436980995
ros_tale__3_76_750pq__2,-2.7162154319000003,0.485958512,-1.6708870734999999
ros_tale__7_103_0pq__1,1.1050781987,0.634709132,-0.43718877850000004
ros_tale__7_103_0pq__2,2.254596056,0.524656542,0.0021824955
ros_tale__7_103_0pq__3,0.9083614893,0.773720472,-0.5098683095000001
ros_tale__7_103_0pq__4,2.0661838908,0.6472917020000001,-0.0607025335
ros_tale__7_103_250pq__1,1.010570103,0.605508142,-0.7348247635
ros_tale__7_103_250pq__2,1.0203688126,0.990139002,-0.44097365250000004
ros_tale__7_103_750pq__1,2.1941275,0.408591482,-0.6119740595000001
ros_tale__7_103_750pq__2,1.9275083898,0.5977885820000001,-0.7386973105
ros_tale__9_77_0pq__1,-0.7036846653000001,1.730857472,-1.1412779055
ros_tale__9_77_0pq__2,-1.0919983763,1.7069542819999999,-1.1152447665
ros_tale__9_77_250pq__1,-1.8987843741,1.784431142,-0.6385022585
ros_tale__9_77_250pq__2,-2.3753104543,1.9958476520000001,-0.6601092295000001
ros_tale__9_77_750pq__1,-0.2592798551,1.542874952,-1.3137211865
ros_tale__9_77_750pq__2,-1.0563960594,1.534533042,-1.1605041895000001
ros_tale__11_83_0pq__1,3.921554328,0.786947932,-0.7814109875
ros_tale__11_83_0pq__2,4.2392557101,0.757394302,-0.7743981975
ros_tale__11_83_250pq__1,3.5080075919,0.8782502320000001,-0.9184876385
ros_tale__11_83_250pq__2,4.3419610445,0.9175091620000001,-1.1263328575
ros_tale__11_83_750pq__1,4.489631286,1.404979642,-1.0096115825
ros_tale__11_83_750pq__2,4.6608123956,1.211564372,-0.8762681315
ros_tale__13_87_0pq__1,3.2145621901,-0.20712402400000002,-0.6524233595000001
ros_tale__13_87_0pq__2,3.1591351479,-0.193773294,-0.8617654835
ros_tale__13_87_250pq__1,4.1073287008,0.08313350200000001,-0.4608533005
ros_tale__13_87_250pq__2,4.1640836394,0.21432803700000003,-0.6022439595
ros_tale__13_87_750pq__1,4.4425243136,0.299810982,-0.5889995815
ros_tale__13_87_750pq__2,4.1357810086,0.283518739,-0.3654462275
ros_tale__14_27_0pq__1,1.234837247,0.116283754,-0.2416492735
ros_tale__14_27_0pq__2,1.5428619752000001,0.15466231800000002,-0.2568274685
ros_tale__14_27_250pq__1,3.8983303987999998,0.752842482,-0.1983895015
ros_tale__14_27_250pq__2,3.3229691758,0.7440650520000001,-0.1367120365
ros_tale__14_27_750pq__1,1.7204941204000002,2.678412222,-0.5132378715
ros_tale__14_27_750pq__2,2.0504253408,2.670276142,-0.5843555115
ros_tale__16_28_250pq__1,1.1360121794,0.021450516000000003,0.2735639675
ros_tale__16_28_250pq__2,1.3003457303000001,0.12467335300000001,0.4150532555
ros_tale__16_32_0pq__1,2.8567042538000003,0.8053895320000001,0.0140994575
ros_tale__16_32_0pq__2,3.2167227274,0.764711982,-0.1379745395
ros_tale__16_32_0pq__3,-0.47664323070000003,-0.16620885100000002,-0.1583884815
ros_tale__16_32_0pq__4,-0.7940121910000001,-0.112423224,0.0082856805
ros_tale__16_32_250pq__1,-0.8792310575000001,-0.14096666,-0.0838529365
ros_tale__16_32_250pq__2,-0.9103518923,-0.07097354800000001,-0.0473106815
ros_tale__16_32_750pq__1,0.3420062747,0.31248612200000003,-0.8815326885
ros_tale__16_32_750pq__2,0.9143101268,0.691914182,-0.27081174550000003
ros_tale__17_104_0pq__1,5.6872155187,0.379909192,-0.43755911750000004
ros_tale__17_104_0pq__2,5.7514711491,0.492821072,-0.5039548225
ros_tale__17_104_250pq__1,5.6357194777,0.644678072,-0.8612052315000001
ros_tale__17_104_250pq__2,5.2098012002,0.999514192,-0.31830840850000003
ros_tale__17_104_250pq__3,4.6760586811,0.982890252,-0.2374247435
ros_tale__17_104_250pq__4,5.2673325643,0.8411365120000001,-0.3017527635
ros_tale__17_104_750pq__1,4.6856468829,0.686649932,-0.44714415350000003
ros_tale__17_104_750pq__2,4.7007952152,0.704788702,-0.6239078565
ros_tale__18_24_250pq__1,1.0284760574,0.597734592,1.1978010855
ros_tale__18_24_250pq__2,1.2619632792,0.223916776,0.8099880955000001
ros_tale__18_36_0pq__1,-0.7136746917,0.7582373720000001,0.3360343955
ros_tale__18_36_0pq__2,-0.35495397910000004,0.7543898320000001,0.3345854895
ros_tale__18_36_0pq__3,-0.623055561,-0.320550728,0.0619443695
ros_tale__18_36_0pq__4,-0.7458041847,-0.008478832,-0.0252769955
ros_tale__18_36_250pq__1,-0.8462852669,-0.00845647,0.0181178725
ros_tale__18_36_250pq__2,-1.0792122983,0.0017487370000000002,-0.16911401750000002
ros_tale__18_36_750pq__1,-1.8662380164,1.0723557320000001,-0.5445613895
ros_tale__18_36_750pq__2,-1.4672254288,1.124229652,-0.4738350505
ros_tale__19_91_0pq__1,5.4788816168,0.702207682,-0.6286625675
ros_tale__19_91_0pq__2,5.3744761479,0.637041792,-0.5257843135
ros_tale__19_91_250pq__1,3.5332713069,0.586811162,-0.5927894195
ros_tale__19_91_250pq__2,4.9450538527,0.7414351720000001,-0.25547349550000004
ros_tale__19_91_750pq__1,2.8735338386000002,0.914758582,-0.5556886725
ros_tale__19_91_750pq__2,3.8059268708,0.782750752,-0.4117257355
ros_tale__19_91_750pq__3,3.6550517636,1.2547179019999999,-0.4353635925
ros_tale__19_91_750pq__4,3.9443663325,1.389402172,-0.49499790850000003
ros_tale__21_97_0pq__1,0.37225871590000004,0.982054222,-0.1563570095
ros_tale__21_97_0pq__2,2.554856842,0.812947382,-0.4777983565
ros_tale__21_97_250pq__1,1.8049229081,0.638640212,-0.3894409465
ros_tale__21_97_250pq__2,2.8195086845,0.672125622,-0.6122606135
ros_tale__21_97_750pq__1,0.4384141191,0.975388922,-0.0694270805
ros_tale__21_97_750pq__2,2.7783487965,0.6514548920000001,-0.7452059105000001
ros_tale__25_111_0pq__1,1.5003426677,0.197083491,-0.4497816415
ros_tale__25_111_0pq__2,2.2704942573,0.202627316,-0.0465473375
ros_tale__25_111_250pq__1,1.8285681517999999,0.075356554,-0.5127402385000001
ros_tale__25_111_250pq__2,2.8886231729,-0.13739720700000002,-0.2121156875
ros_tale__25_111_750pq__1,2.7860836446,0.11647995500000001,-0.0847767595
ros_tale__25_111_750pq__2,4.1286938736,-0.059910924000000004,0.029249411500000003
ros_tale__29_119_0pq__1,3.4261096985,0.040839611000000005,0.06855805350000001
ros_tale__29_119_0pq__2,2.6942842529,0.48676726200000003,-0.0995859625
ros_tale__29_119_250pq__1,2.1831330622,0.381830522,-0.3971339145
ros_tale__29_119_250pq__2,2.6678098581,0.23666745400000003,-0.4356218315
ros_tale__29_119_750pq__1,2.7959926953,0.732593782,-0.12033115150000001
ros_tale__29_119_750pq__2,1.9708203051000002,0.5610367820000001,-0.3879741795
ros_tale__ALE4_0pq__1,-0.1532914739,-0.21162116,-0.0746679355
ros_tale__ALE4_0pq__2,-0.10964257200000001,-0.19722404600000001,-0.0306035545
ros_tale__ALE4_250pq__1,0.4097503327,1.8302124320000002,0.9862193685
ros_tale__ALE4_250pq__2,0.1269556055,1.818011792,0.9122962615
pcoli__atASMT_325G__1,-0.8287579879,0.628178432,0.7866368195000001
pcoli__atASMT_325G__2,-0.9078854903,0.574027162,0.8501461905000001
pcoli__bpTDC__1,-0.43955550720000003,0.8950668820000001,1.6016287685
pcoli__bpTDC__2,-0.142611818,0.9553809320000001,1.5802691185
pcoli__BRCA__1,-2.6484173741,0.481077462,1.7332522785000002
pcoli__BRCA__2,-2.8231132901000002,0.414372032,1.6726842125
pcoli__BRCActrl__1,1.1039588242,0.789958142,1.3554691375
pcoli__BRCActrl__2,2.043807169,0.807071062,1.3736174085
pcoli__BRCAswap__1,0.34310815370000003,1.180860802,1.4252051885
pcoli__BRCAswap__2,0.3379609549,1.316103432,1.2863273285
pcoli__btAANAT__1,-0.13953102450000002,0.867514882,0.9608642185
pcoli__btAANAT__2,0.6206481636,0.9655816920000001,0.9354913975
pcoli__btASMT__1,-0.31841111580000003,0.939073072,0.9879417815
pcoli__btASMT__2,-0.2759747761,0.9392079120000001,1.0392430435
pcoli__CC1__1,0.24409840730000001,1.299081872,0.9609558655
pcoli__CC1__2,-0.3848965492,1.276132952,1.0098213555
pcoli__ccCOMT__1,-0.6429104949000001,0.676725562,0.9461600915
pcoli__ccCOMT__2,-0.5870003970000001,0.6239913220000001,0.9921848595
pcoli__ckDDC__1,2.4315657727,0.9195953720000001,0.7982275895000001
pcoli__ckDDC__2,3.4325238157,1.070828622,0.6530623235
pcoli__CNTF_belt__1,-0.7830733943,0.907281302,0.9331007265000001
pcoli__CNTF_belt__2,0.0087529433,1.014560852,0.8951493735
pcoli__cobPNMT__1,-0.07870732,0.648728662,0.7420754685000001
pcoli__cobPNMT__2,-0.1038959916,0.6310093720000001,0.5747342685
pcoli__cvPhhB__1,-0.2921847366,0.260359279,1.0462503395
pcoli__cvPhhB__2,0.0739598227,0.337925702,0.8455758545000001
pcoli__ggAANAT__1,-0.3884074527,0.5832992720000001,1.2915922815
pcoli__ggAANAT__2,-0.4469232191,0.536610012,1.2366183915
pcoli__ggTPH__1,0.0992777496,0.7844718420000001,0.9664520475
pcoli__ggTPH__2,-0.2712892416,0.5880848120000001,1.0172100525
pcoli__hsAANAT__1,5.022411858,1.6502528120000002,0.5737300785
pcoli__hsAANAT__2,3.530968152,1.605420772,0.6671003885
pcoli__hsASMT__1,-0.5829576429000001,0.738394282,1.4256088935
pcoli__hsASMT__2,-0.1088545748,0.758771582,1.4202193265
pcoli__hsPNMT_mb__1,-0.594644283,0.817985662,0.7145274235
pcoli__hsPNMT_mb__2,-0.4519345126,0.7961451820000001,0.8786630595
pcoli__hsTPH__1,-1.0693781971,0.14390909999999998,0.7684105755
pcoli__hsTPH__2,-0.7129949188,0.268901973,0.7295241775
pcoli__hsTPH_E2K__1,1.1238019106000001,1.286770342,0.9367869365
pcoli__hsTPH_E2K__2,1.4927975483,1.396164682,1.0412177465
pcoli__hsTPH_E2K_N91I_P99C__1,-1.5714162775,0.434391552,1.1213561225
pcoli__hsTPH_E2K_N91I_P99C__2,-1.1020849407,0.369242772,1.1198234705
pcoli__hsTPH_N158trunc__1,1.920656245,1.281037232,0.6630422285
pcoli__hsTPH_N158trunc__2,1.5548110253,1.2743906520000001,0.8240387425
pcoli__hsTPH_N174trunc__1,-0.0155463309,1.038756942,1.0181464665
pcoli__hsTPH_N174trunc__2,1.2208429089,1.039930542,0.8383656905
pcoli__hsTPH_Ntermtrunc__1,2.2589164033999998,1.647250302,2.0380438855
pcoli__hsTPH_Ntermtrunc__2,0.6954625096,1.699236672,1.8380152605000002
pcoli__hsTPH1__1,0.7424886126,1.321080842,1.1542171705
pcoli__hsTPH1__2,0.6967036468000001,1.337915162,1.1045846155
pcoli__MBP__1,-0.28909567610000003,0.585122592,0.9971752915000001
pcoli__MBP__2,-0.0391929421,0.9447356020000001,1.0380791595
pcoli__msCOMT__1,-1.2870142226999999,0.401728872,1.6286154635
pcoli__msCOMT__2,-1.8282492534,0.347043152,1.6945456075
pcoli__ocAANAT__1,-0.1590808874,0.5440581320000001,1.1492796615
pcoli__ocAANAT__2,-0.0063302585,0.567509232,1.2206280855
pcoli__osTDC_K374H__1,1.2868121837,1.8341525920000001,1.1079337575000001
pcoli__osTDC_K374H__2,1.2910139067,1.939742772,1.2468289995
pcoli__osTDC_K374L__1,-0.7574546368,0.6613088420000001,1.7250494875
pcoli__osTDC_K374L__2,-0.5728775367,0.717844762,1.7035835085
pcoli__osTDC_K374Q__1,0.5046217174000001,1.164276552,1.1044507215000001
pcoli__osTDC_K374Q__2,0.4838568831,1.244606692,1.1356395355
pcoli__osTDC_L360V__1,-1.0141713992,0.613336202,1.1474754585
pcoli__osTDC_L360V__2,-0.4388903326,0.764384932,1.1915933195
pcoli__pmTPH__1,-1.1748054729,-0.046391769000000006,0.8611721585000001
pcoli__pmTPH__2,-0.9531507256,0.10538008600000001,0.5552413605000001
pcoli__RFC__1,-1.3233747332,0.342216642,0.6326509075
pcoli__RFC__2,-1.2363909345,0.36331122200000004,0.5300455345
pcoli__RFCctrl__1,3.2743667796,1.538991512,0.9767488305
pcoli__RFCctrl__2,3.3293403443000003,1.658506142,0.7155944905
pcoli__RFCnopause__1,4.1705836168,1.485949062,0.8363673535
pcoli__RFCnopause__2,5.6367785832,1.585049412,0.5514877265
pcoli__RFCpluspause__1,6.8766687828,1.462841342,0.40404782850000004
pcoli__RFCpluspause__2,8.1437712602,1.192064092,0.4266628985
pcoli__rnCOMT_sol__1,3.5972694548,1.719680742,0.6555261225
pcoli__rnCOMT_sol__2,3.2329365278,1.610427042,0.7541710695
pcoli__rnPNMT__1,-1.4200612922,0.48229885200000006,1.1248578465
pcoli__rnPNMT__2,-1.067413333,0.38756987200000004,1.0719842025
pcoli__rnTDC__1,-1.1219909235,0.569808832,1.3155536825
pcoli__rnTDC__2,-1.1387619918,0.5878713320000001,1.1541108315
pcoli__rnTDC_trunc__1,-1.6919028082,0.748215262,1.2545495585
pcoli__rnTDC_trunc__2,-0.7163473933000001,0.772745432,1.1073159905
pcoli__saCOMT_T2A__1,-1.4163493509,0.550518202,0.8823873875
pcoli__saCOMT_T2A__2,-1.4658970323,0.563995832,0.8249902515
pcoli__sfCOMT__1,-0.8503598320000001,0.401711162,0.6715329075
pcoli__sfCOMT__2,-0.673031582,0.22758527,0.6193744855000001
pcoli__sgAANAT_D63G__1,-0.5632530661,0.671752252,0.7056758955
pcoli__sgAANAT_D63G__2,-0.8549140805000001,0.614882872,0.5305172055
pcoli__ssDDC__1,-0.9315558389,0.8383157120000001,1.8273566775
pcoli__ssDDC__2,-0.3402268211,0.953487402,1.7970397535
pcoli__TP53B__1,-0.42141585730000003,0.964090352,1.2343934715
pcoli__TP53B__2,-0.1436204753,0.901377312,1.3163683875
pcoli__WT__1,2.9880854493999998,1.718903732,1.3962588145
pcoli__WT__2,3.2217883128,1.351313052,1.4444992935
cck__glu_ale4__1,-0.14833147400000002,0.106695308,0.6028258825
cck__glu_ale4__2,-0.3304818999,0.141060303,0.2575592675
cck__cck_ale1__1,-0.2964287165,-0.230745355,0.1274731195
cck__cck_ale1__2,-0.7766421085,-0.146208637,0.1355050965
cck__cck_ale2__1,-0.0848812935,-0.153329452,0.2045043885
cck__cck_ale2__2,-0.1569432784,-0.157571648,0.0617641255
cck_pgi__gmos_delpgi__1,-0.0820273535,1.635612032,0.4434776965
cck_pgi__gmos_delpgi__2,0.8399811544,1.622138852,0.3884369545
cck_pgi__pgi_ale1__1,0.2236137601,0.106107449,0.5956469315
cck_pgi__pgi_ale1__2,-0.0125975033,0.524486572,0.32892637150000004
cck_pgi__pgi_ale2__1,-0.0732068837,1.2533454320000001,0.5770624195
cck_pgi__pgi_ale3__1,-0.0107672336,0.143984317,0.6685896935
cck_pgi__pgi_ale3__2,0.06605265960000001,0.525939852,0.2668140215
cck_pgi__pgi_ale4__1,0.4796325167,-0.05823077,0.4736078125
cck_pgi__pgi_ale4__2,0.24361926490000002,0.114430689,-0.0307434135
cck_pgi__pgi_ale4__3,0.8079542515,0.073392837,-0.0921539685
cck_pgi__pgi_ale5__1,0.4168919111,0.42039634200000003,0.5912763915
cck_pgi__pgi_ale5__2,0.1348521579,0.548322022,0.23486628850000002
cck_pgi__pgi_ale6__1,-0.8683883064,0.622492342,0.7334321575
cck_pgi__pgi_ale6__2,-0.020286575600000002,0.20184136100000002,0.1713360955
cck_pgi__pgi_ale7__1,-2.1048872993,0.8692270320000001,0.8076866295
cck_pgi__pgi_ale7__2,-1.9280796704,0.6974166620000001,0.28759778750000003
cck_pgi__pgi_ale8__1,0.41279105650000003,0.07791659100000001,0.3991900775
cck_pgi__pgi_ale8__2,0.176359138,0.158465929,0.0072672435
cck_sdh__gmos_delsdhCB__1,5.1511749295,0.9537564220000001,0.1883582145
cck_sdh__gmos_delsdhCB__2,3.3612736181000002,0.9814993820000001,0.2357280695
cck_sdh__sdh_ale1__1,-0.7450498418,0.851815082,0.5584167375
cck_sdh__sdh_ale1__2,-1.0496304817,0.805688422,0.3895958295
cck_sdh__sdh_ale2__1,-1.3115872747,0.49241269200000004,0.3697093625
cck_sdh__sdh_ale3__1,-0.7285582241,0.517062142,0.2662170215
cck_sdh__sdh_ale3__2,-0.6985066461,0.528303952,0.5973394395
cck_sdh__sdh_ale3__3,-0.6065119496,0.573257302,0.46066388550000004
cck_pts__gmos_delptsHIcrr__1,7.5466536037,1.5288345520000002,0.0874902085
cck_pts__gmos_delptsHIcrr__2,7.820309788,1.247999062,0.36036715950000003
cck_pts__pts_ale1__1,0.44635727810000003,0.9376607320000001,0.1081142385
cck_pts__pts_ale1__2,0.5308097641,0.8732817420000001,0.10918285250000001
cck_pts__pts_ale2__1,3.2779313954,0.270418667,0.08345582850000001
cck_pts__pts_ale2__2,3.1342839304,0.209615396,0.0928104845
cck_pts__pts_ale3__1,-0.7721166382,0.675028442,-0.8714032625
cck_pts__pts_ale3__2,-0.7359609290000001,0.801770202,-0.6266800425
cck_pts__pts_ale4__1,3.2904008441,-0.557170091,0.3108793285
cck_pts__pts_ale4__2,3.0164343846,-0.416391233,0.2282808455
cck_gnd__gmos_delgnd__1,3.1014365543,0.662849232,0.2645299405
cck_gnd__gmos_delgnd__2,3.8869258534,0.8956378920000001,0.2858771175
cck_gnd__gnd_ale1__1,-0.7287472294,-0.16321665600000002,-0.11376228050000001
cck_gnd__gnd_ale1__2,-0.6651788771,-0.29974473300000004,-0.12499750350000001
cck_gnd__gnd_ale2__1,-0.5251779768,-0.18690598600000002,-0.0581297785
cck_gnd__gnd_ale2__2,-0.3969550947,-0.027747274000000002,-0.2061185975
cck_gnd__gnd_ale3__1,-0.7639861159,0.034659745,0.0450306835
cck_gnd__gnd_ale3__2,-0.7713848978000001,-0.031113969000000002,-0.2309448685
cck_tpiA__gmos_deltpiA__1,4.5155412364,2.785352722,-0.0346415015
cck_tpiA__gmos_deltpiA__2,2.6608573847,3.009075552,0.20406657250000002
cck_tpiA__tpiA_ale1__1,1.9514285936,0.9025170320000001,0.3257054775
cck_tpiA__tpiA_ale1__2,2.4207717247,0.861155212,0.5147517575
cck_tpiA__tpiA_ale2__1,2.8682434386,1.043320932,0.5142167555
cck_tpiA__tpiA_ale2__2,2.9600323681000003,1.034550672,0.1996253315
cck_tpiA__tpiA_ale3__1,2.0737724547,1.160442362,0.2151265105
cck_tpiA__tpiA_ale3__2,1.8762975497,1.357744682,0.4078841915
cck_tpiA__tpiA_ale4__1,1.9197815148,0.8815165420000001,0.2934675975
cck_tpiA__tpiA_ale4__2,1.9662250717,0.8068994620000001,0.3308069815
acid_tale__acid_ale1_pH7__1,-0.7341756558,-0.46818323500000003,0.2695052935
acid_tale__acid_ale1_pH7__2,-0.9798934840000001,-0.504733132,0.18339921750000002
acid_tale__acid_ale1_pH5__1,3.2705441958,-0.568459668,-0.0750927385
acid_tale__acid_ale1_pH5__2,3.5032748315999998,-0.40645875600000003,-0.2572697995
acid_tale__acid_ale2_pH7__1,0.11172019,-0.5666004250000001,0.1603679245
acid_tale__acid_ale2_pH7__2,-0.3708841069,-0.618132993,-0.052392757500000005
